Type, Node,Node Interface,Leaf IP Address,Peer Type,Peer Node,Peer Interface,Peer IP Address
l3leaf,DC2-POD1-LEAF5A,Ethernet29/1,172.17.32.65/31,spine,DC2-POD1-SPINE1,Ethernet9/1,172.17.32.64/31
l3leaf,DC2-POD1-LEAF5A,Ethernet30/1,172.17.32.67/31,spine,DC2-POD1-SPINE2,Ethernet9/1,172.17.32.66/31
l3leaf,DC2-POD1-LEAF5A,Ethernet31/1,172.17.32.69/31,spine,DC2-POD1-SPINE3,Ethernet9/1,172.17.32.68/31
l3leaf,DC2-POD1-LEAF5A,Ethernet32/1,172.17.32.71/31,spine,DC2-POD1-SPINE4,Ethernet9/1,172.17.32.70/31
l3leaf,DC2-POD1-LEAF5B,Ethernet29/1,172.17.32.73/31,spine,DC2-POD1-SPINE1,Ethernet10/1,172.17.32.72/31
l3leaf,DC2-POD1-LEAF5B,Ethernet30/1,172.17.32.75/31,spine,DC2-POD1-SPINE2,Ethernet10/1,172.17.32.74/31
l3leaf,DC2-POD1-LEAF5B,Ethernet31/1,172.17.32.77/31,spine,DC2-POD1-SPINE3,Ethernet10/1,172.17.32.76/31
l3leaf,DC2-POD1-LEAF5B,Ethernet32/1,172.17.32.79/31,spine,DC2-POD1-SPINE4,Ethernet10/1,172.17.32.78/31
l3leaf,DC2-POD1-LEAF6A,Ethernet29/1,172.17.32.81/31,spine,DC2-POD1-SPINE1,Ethernet11/1,172.17.32.80/31
l3leaf,DC2-POD1-LEAF6A,Ethernet30/1,172.17.32.83/31,spine,DC2-POD1-SPINE2,Ethernet11/1,172.17.32.82/31
l3leaf,DC2-POD1-LEAF6A,Ethernet31/1,172.17.32.85/31,spine,DC2-POD1-SPINE3,Ethernet11/1,172.17.32.84/31
l3leaf,DC2-POD1-LEAF6A,Ethernet32/1,172.17.32.87/31,spine,DC2-POD1-SPINE4,Ethernet11/1,172.17.32.86/31
l3leaf,DC2-POD1-LEAF6B,Ethernet29/1,172.17.32.89/31,spine,DC2-POD1-SPINE1,Ethernet12/1,172.17.32.88/31
l3leaf,DC2-POD1-LEAF6B,Ethernet30/1,172.17.32.91/31,spine,DC2-POD1-SPINE2,Ethernet12/1,172.17.32.90/31
l3leaf,DC2-POD1-LEAF6B,Ethernet31/1,172.17.32.93/31,spine,DC2-POD1-SPINE3,Ethernet12/1,172.17.32.92/31
l3leaf,DC2-POD1-LEAF6B,Ethernet32/1,172.17.32.95/31,spine,DC2-POD1-SPINE4,Ethernet12/1,172.17.32.94/31
l3leaf,DC2-POD1-LEAF7A,Ethernet29/1,172.17.32.97/31,spine,DC2-POD1-SPINE1,Ethernet13/1,172.17.32.96/31
l3leaf,DC2-POD1-LEAF7A,Ethernet30/1,172.17.32.99/31,spine,DC2-POD1-SPINE2,Ethernet13/1,172.17.32.98/31
l3leaf,DC2-POD1-LEAF7A,Ethernet31/1,172.17.32.101/31,spine,DC2-POD1-SPINE3,Ethernet13/1,172.17.32.100/31
l3leaf,DC2-POD1-LEAF7A,Ethernet32/1,172.17.32.103/31,spine,DC2-POD1-SPINE4,Ethernet13/1,172.17.32.102/31
l3leaf,DC2-POD1-LEAF7B,Ethernet29/1,172.17.32.105/31,spine,DC2-POD1-SPINE1,Ethernet14/1,172.17.32.104/31
l3leaf,DC2-POD1-LEAF7B,Ethernet30/1,172.17.32.107/31,spine,DC2-POD1-SPINE2,Ethernet14/1,172.17.32.106/31
l3leaf,DC2-POD1-LEAF7B,Ethernet31/1,172.17.32.109/31,spine,DC2-POD1-SPINE3,Ethernet14/1,172.17.32.108/31
l3leaf,DC2-POD1-LEAF7B,Ethernet32/1,172.17.32.111/31,spine,DC2-POD1-SPINE4,Ethernet14/1,172.17.32.110/31
l3leaf,DC2-POD1-LEAF8A,Ethernet29/1,172.17.32.113/31,spine,DC2-POD1-SPINE1,Ethernet15/1,172.17.32.112/31
l3leaf,DC2-POD1-LEAF8A,Ethernet30/1,172.17.32.115/31,spine,DC2-POD1-SPINE2,Ethernet15/1,172.17.32.114/31
l3leaf,DC2-POD1-LEAF8A,Ethernet31/1,172.17.32.117/31,spine,DC2-POD1-SPINE3,Ethernet15/1,172.17.32.116/31
l3leaf,DC2-POD1-LEAF8A,Ethernet32/1,172.17.32.119/31,spine,DC2-POD1-SPINE4,Ethernet15/1,172.17.32.118/31
l3leaf,DC2-POD1-LEAF8B,Ethernet29/1,172.17.32.121/31,spine,DC2-POD1-SPINE1,Ethernet16/1,172.17.32.120/31
l3leaf,DC2-POD1-LEAF8B,Ethernet30/1,172.17.32.123/31,spine,DC2-POD1-SPINE2,Ethernet16/1,172.17.32.122/31
l3leaf,DC2-POD1-LEAF8B,Ethernet31/1,172.17.32.125/31,spine,DC2-POD1-SPINE3,Ethernet16/1,172.17.32.124/31
l3leaf,DC2-POD1-LEAF8B,Ethernet32/1,172.17.32.127/31,spine,DC2-POD1-SPINE4,Ethernet16/1,172.17.32.126/31
l3leaf,DC2-POD1-LEAF9A,Ethernet29/1,172.17.32.129/31,spine,DC2-POD1-SPINE1,Ethernet17/1,172.17.32.128/31
l3leaf,DC2-POD1-LEAF9A,Ethernet30/1,172.17.32.131/31,spine,DC2-POD1-SPINE2,Ethernet17/1,172.17.32.130/31
l3leaf,DC2-POD1-LEAF9A,Ethernet31/1,172.17.32.133/31,spine,DC2-POD1-SPINE3,Ethernet17/1,172.17.32.132/31
l3leaf,DC2-POD1-LEAF9A,Ethernet32/1,172.17.32.135/31,spine,DC2-POD1-SPINE4,Ethernet17/1,172.17.32.134/31
l3leaf,DC2-POD1-LEAF9B,Ethernet29/1,172.17.32.137/31,spine,DC2-POD1-SPINE1,Ethernet18/1,172.17.32.136/31
l3leaf,DC2-POD1-LEAF9B,Ethernet30/1,172.17.32.139/31,spine,DC2-POD1-SPINE2,Ethernet18/1,172.17.32.138/31
l3leaf,DC2-POD1-LEAF9B,Ethernet31/1,172.17.32.141/31,spine,DC2-POD1-SPINE3,Ethernet18/1,172.17.32.140/31
l3leaf,DC2-POD1-LEAF9B,Ethernet32/1,172.17.32.143/31,spine,DC2-POD1-SPINE4,Ethernet18/1,172.17.32.142/31
l3leaf,DC2-POD1-LEAF10A,Ethernet29/1,172.17.32.145/31,spine,DC2-POD1-SPINE1,Ethernet19/1,172.17.32.144/31
l3leaf,DC2-POD1-LEAF10A,Ethernet30/1,172.17.32.147/31,spine,DC2-POD1-SPINE2,Ethernet19/1,172.17.32.146/31
l3leaf,DC2-POD1-LEAF10A,Ethernet31/1,172.17.32.149/31,spine,DC2-POD1-SPINE3,Ethernet19/1,172.17.32.148/31
l3leaf,DC2-POD1-LEAF10A,Ethernet32/1,172.17.32.151/31,spine,DC2-POD1-SPINE4,Ethernet19/1,172.17.32.150/31
l3leaf,DC2-POD1-LEAF10B,Ethernet29/1,172.17.32.153/31,spine,DC2-POD1-SPINE1,Ethernet20/1,172.17.32.152/31
l3leaf,DC2-POD1-LEAF10B,Ethernet30/1,172.17.32.155/31,spine,DC2-POD1-SPINE2,Ethernet20/1,172.17.32.154/31
l3leaf,DC2-POD1-LEAF10B,Ethernet31/1,172.17.32.157/31,spine,DC2-POD1-SPINE3,Ethernet20/1,172.17.32.156/31
l3leaf,DC2-POD1-LEAF10B,Ethernet32/1,172.17.32.159/31,spine,DC2-POD1-SPINE4,Ethernet20/1,172.17.32.158/31
l3leaf,DC2-POD1-LEAF11A,Ethernet29/1,172.17.32.161/31,spine,DC2-POD1-SPINE1,Ethernet21/1,172.17.32.160/31
l3leaf,DC2-POD1-LEAF11A,Ethernet30/1,172.17.32.163/31,spine,DC2-POD1-SPINE2,Ethernet21/1,172.17.32.162/31
l3leaf,DC2-POD1-LEAF11A,Ethernet31/1,172.17.32.165/31,spine,DC2-POD1-SPINE3,Ethernet21/1,172.17.32.164/31
l3leaf,DC2-POD1-LEAF11A,Ethernet32/1,172.17.32.167/31,spine,DC2-POD1-SPINE4,Ethernet21/1,172.17.32.166/31
l3leaf,DC2-POD1-LEAF11B,Ethernet29/1,172.17.32.169/31,spine,DC2-POD1-SPINE1,Ethernet22/1,172.17.32.168/31
l3leaf,DC2-POD1-LEAF11B,Ethernet30/1,172.17.32.171/31,spine,DC2-POD1-SPINE2,Ethernet22/1,172.17.32.170/31
l3leaf,DC2-POD1-LEAF11B,Ethernet31/1,172.17.32.173/31,spine,DC2-POD1-SPINE3,Ethernet22/1,172.17.32.172/31
l3leaf,DC2-POD1-LEAF11B,Ethernet32/1,172.17.32.175/31,spine,DC2-POD1-SPINE4,Ethernet22/1,172.17.32.174/31
l3leaf,DC2-POD1-LEAF12A,Ethernet29/1,172.17.32.177/31,spine,DC2-POD1-SPINE1,Ethernet23/1,172.17.32.176/31
l3leaf,DC2-POD1-LEAF12A,Ethernet30/1,172.17.32.179/31,spine,DC2-POD1-SPINE2,Ethernet23/1,172.17.32.178/31
l3leaf,DC2-POD1-LEAF12A,Ethernet31/1,172.17.32.181/31,spine,DC2-POD1-SPINE3,Ethernet23/1,172.17.32.180/31
l3leaf,DC2-POD1-LEAF12A,Ethernet32/1,172.17.32.183/31,spine,DC2-POD1-SPINE4,Ethernet23/1,172.17.32.182/31
l3leaf,DC2-POD1-LEAF12B,Ethernet29/1,172.17.32.185/31,spine,DC2-POD1-SPINE1,Ethernet24/1,172.17.32.184/31
l3leaf,DC2-POD1-LEAF12B,Ethernet30/1,172.17.32.187/31,spine,DC2-POD1-SPINE2,Ethernet24/1,172.17.32.186/31
l3leaf,DC2-POD1-LEAF12B,Ethernet31/1,172.17.32.189/31,spine,DC2-POD1-SPINE3,Ethernet24/1,172.17.32.188/31
l3leaf,DC2-POD1-LEAF12B,Ethernet32/1,172.17.32.191/31,spine,DC2-POD1-SPINE4,Ethernet24/1,172.17.32.190/31
l3leaf,DC2-POD1-LEAF13A,Ethernet29/1,172.17.32.193/31,spine,DC2-POD1-SPINE1,Ethernet25/1,172.17.32.192/31
l3leaf,DC2-POD1-LEAF13A,Ethernet30/1,172.17.32.195/31,spine,DC2-POD1-SPINE2,Ethernet25/1,172.17.32.194/31
l3leaf,DC2-POD1-LEAF13A,Ethernet31/1,172.17.32.197/31,spine,DC2-POD1-SPINE3,Ethernet25/1,172.17.32.196/31
l3leaf,DC2-POD1-LEAF13A,Ethernet32/1,172.17.32.199/31,spine,DC2-POD1-SPINE4,Ethernet25/1,172.17.32.198/31
l3leaf,DC2-POD1-LEAF13B,Ethernet29/1,172.17.32.201/31,spine,DC2-POD1-SPINE1,Ethernet26/1,172.17.32.200/31
l3leaf,DC2-POD1-LEAF13B,Ethernet30/1,172.17.32.203/31,spine,DC2-POD1-SPINE2,Ethernet26/1,172.17.32.202/31
l3leaf,DC2-POD1-LEAF13B,Ethernet31/1,172.17.32.205/31,spine,DC2-POD1-SPINE3,Ethernet26/1,172.17.32.204/31
l3leaf,DC2-POD1-LEAF13B,Ethernet32/1,172.17.32.207/31,spine,DC2-POD1-SPINE4,Ethernet26/1,172.17.32.206/31
l3leaf,DC2-POD1-LEAF14A,Ethernet29/1,172.17.32.209/31,spine,DC2-POD1-SPINE1,Ethernet27/1,172.17.32.208/31
l3leaf,DC2-POD1-LEAF14A,Ethernet30/1,172.17.32.211/31,spine,DC2-POD1-SPINE2,Ethernet27/1,172.17.32.210/31
l3leaf,DC2-POD1-LEAF14A,Ethernet31/1,172.17.32.213/31,spine,DC2-POD1-SPINE3,Ethernet27/1,172.17.32.212/31
l3leaf,DC2-POD1-LEAF14A,Ethernet32/1,172.17.32.215/31,spine,DC2-POD1-SPINE4,Ethernet27/1,172.17.32.214/31
l3leaf,DC2-POD1-LEAF14B,Ethernet29/1,172.17.32.217/31,spine,DC2-POD1-SPINE1,Ethernet28/1,172.17.32.216/31
l3leaf,DC2-POD1-LEAF14B,Ethernet30/1,172.17.32.219/31,spine,DC2-POD1-SPINE2,Ethernet28/1,172.17.32.218/31
l3leaf,DC2-POD1-LEAF14B,Ethernet31/1,172.17.32.221/31,spine,DC2-POD1-SPINE3,Ethernet28/1,172.17.32.220/31
l3leaf,DC2-POD1-LEAF14B,Ethernet32/1,172.17.32.223/31,spine,DC2-POD1-SPINE4,Ethernet28/1,172.17.32.222/31
spine,DC2-POD1-SPINE1,Ethernet29/1,172.16.32.1/31,super-spine,SUPER-SPINE1,Ethernet9/1,172.16.32.0/31
spine,DC2-POD1-SPINE1,Ethernet30/1,172.16.32.65/31,super-spine,SUPER-SPINE2,Ethernet9/1,172.16.32.64/31
spine,DC2-POD1-SPINE1,Ethernet31/1,172.16.32.129/31,super-spine,SUPER-SPINE3,Ethernet9/1,172.16.32.128/31
spine,DC2-POD1-SPINE1,Ethernet32/1,172.16.32.193/31,super-spine,SUPER-SPINE4,Ethernet9/1,172.16.32.192/31
spine,DC2-POD1-SPINE2,Ethernet29/1,172.16.32.3/31,super-spine,SUPER-SPINE1,Ethernet10/1,172.16.32.2/31
spine,DC2-POD1-SPINE2,Ethernet30/1,172.16.32.67/31,super-spine,SUPER-SPINE2,Ethernet10/1,172.16.32.66/31
spine,DC2-POD1-SPINE2,Ethernet31/1,172.16.32.131/31,super-spine,SUPER-SPINE3,Ethernet10/1,172.16.32.130/31
spine,DC2-POD1-SPINE2,Ethernet32/1,172.16.32.195/31,super-spine,SUPER-SPINE4,Ethernet10/1,172.16.32.194/31
spine,DC2-POD1-SPINE3,Ethernet29/1,172.16.32.5/31,super-spine,SUPER-SPINE1,Ethernet11/1,172.16.32.4/31
spine,DC2-POD1-SPINE3,Ethernet30/1,172.16.32.69/31,super-spine,SUPER-SPINE2,Ethernet11/1,172.16.32.68/31
spine,DC2-POD1-SPINE3,Ethernet31/1,172.16.32.133/31,super-spine,SUPER-SPINE3,Ethernet11/1,172.16.32.132/31
spine,DC2-POD1-SPINE3,Ethernet32/1,172.16.32.197/31,super-spine,SUPER-SPINE4,Ethernet11/1,172.16.32.196/31
spine,DC2-POD1-SPINE4,Ethernet29/1,172.16.32.7/31,super-spine,SUPER-SPINE1,Ethernet12/1,172.16.32.6/31
spine,DC2-POD1-SPINE4,Ethernet30/1,172.16.32.71/31,super-spine,SUPER-SPINE2,Ethernet12/1,172.16.32.70/31
spine,DC2-POD1-SPINE4,Ethernet31/1,172.16.32.135/31,super-spine,SUPER-SPINE3,Ethernet12/1,172.16.32.134/31
spine,DC2-POD1-SPINE4,Ethernet32/1,172.16.32.199/31,super-spine,SUPER-SPINE4,Ethernet12/1,172.16.32.198/31
